Unnamed: 0,QUANTIDADE,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Concentração,Volumes,Unidades,Medida
574,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057017,1832603360021,7891058004491,    -     ,    -     ,CLEXANE,"60 MG SOL INJ CT 6 SER PRÉ - ENCHIDAS VD INC GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"382,23","382,23","434,35","460,52","460,52","463,31","463,31","466,13","466,13","477,79","528,41","600,46","636,64","636,64","640,50","640,50","644,40","644,40","660,52",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),60 MG ,CT,6,"0,6 ML"
575,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576721040093407,1832603360038,7891058001087,7891058001780,    -     ,CLEXANE,"60 MG SOL INJ CT 10 SER PRÉ - ENCHIDAS VD INC GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"635,83","635,83","722,53","766,06","766,06","770,70","770,70","775,40","775,40","794,79","879,00","998,86","1059,03","1059,03","1065,45","1065,45","1071,95","1071,95","1098,75",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),60 MG ,CT,10,"0,6 ML"
576,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057117,1832603360046,7891058003272,    -     ,    -     ,CLEXANE,"80 MG SOL INJ CT 2 SER PRÉ - ENCHIDAS VD INC GRAD X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"170,46","170,46","193,70","205,37","205,37","206,62","206,62","207,88","207,88","213,08","235,65","267,78","283,91","283,91","285,64","285,64","287,38","287,38","294,57",Não,Não,Não,Não,,Positiva,Sim,Tarja -(*),80 MG ,CT,2,"0,8 ML"
577,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576721040093207,1832603360062,7891058001070,7891058001797,    -     ,CLEXANE,"80 MG SOL INJ CT 10 SER PRÉ - ENCHIDAS VD INC GRAD X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"847,76","847,76","963,36","1021,40","1021,40","1027,59","1027,59","1033,85","1033,85","1059,70","1171,98","1331,79","1412,03","1412,03","1420,58","1420,58","1429,24","1429,24","1464,97",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),80 MG ,CT,10,"0,8 ML"
578,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057217,1832603360070,7891058003302,    -     ,    -     ,CLEXANE,"100 MG SOL INJ CT 2 SER PRÉ - ENCHIDAS VD INC GRAD X 1,0 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"212,99","212,99","242,03","256,61","256,61","258,17","258,17","259,74","259,74","266,24","294,45","334,59","354,75","354,75","356,90","356,90","359,08","359,08","368,06",Não,Não,Não,Não,,Positiva,Sim,Tarja -(*),100 MG ,CT,2,"1,0 ML"
579,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576721040093307,1832603360097,7891058001063,7891058001803,    -     ,CLEXANE,"100 MG SOL INJ CT 10 SER PRÉ - ENCHIDAS VD INC GRAD X 1,0 ML + SIST SEGURANÇA  ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"1059,71","1059,71","1204,22","1276,76","1276,76","1284,50","1284,50","1292,33","1292,33","1324,64","1464,99","1664,76","1765,05","1765,05","1775,75","1775,75","1786,57","1786,57","1831,24",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),100 MG ,CT,10,"1,0 ML"
580,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057317,1832603360100,7891058003180,    -     ,    -     ,CLEXANE,"20 MG SOL INJ CT 2 SER PRÉ - ENCHIDAS VD INC X 0,2 ML + SIST SEGURANÇA  ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"42,96","42,96","48,82","51,76","51,76","52,07","52,07","52,39","52,39","53,70","59,39","67,49","71,56","71,56","71,98","71,98","72,43","72,43","74,24",Não,Não,Não,Não,,Positiva,Sim,Tarja -(*),20 MG ,CT,2,"0,2 ML"
581,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057417,1832603360127,7891058003203,7891058001766,    -     ,CLEXANE,"20 MG SOL INJ CT 10 SER PRÉ - ENCHIDAS VD INC X 0,2 ML + SIST SEGURANÇA  ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"214,90","214,90","244,20","258,92","258,92","260,48","260,48","262,07","262,07","268,63","297,09","337,59","357,94","357,94","360,10","360,10","362,30","362,30","371,37",Não,Não,Não,Não,,Positiva,Sim,Tarja -(*),20 MG ,CT,10,"0,2 ML"
582,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057517,1832603360135,7891058003210,3582910077619,    -     ,CLEXANE,"40 MG SOL INJ CT 2 SER PRÉ - ENCHIDAS VD INC X 0,4 ML + SIST SEGURANÇA  ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"83,46","83,46","94,84","100,55","100,55","101,16","101,16","101,78","101,78","104,33","115,38","131,11","139,00","139,00","139,85","139,85","140,70","140,70","144,23",Não,Sim,Não,Não,,Positiva,Sim,Tarja -(*),40 MG ,CT,2,"0,4 ML"
583,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057617,1832603360143,7891058004460,    -     ,    -     ,CLEXANE,"40 MG SOL INJ CT 6 SER PRÉ - ENCHIDAS VD INC X 0,4 ML + SIST SEGURANÇA  ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"250,42","250,42","284,57","301,71","301,71","303,54","303,54","305,39","305,39","313,03","346,19","393,40","417,10","417,10","419,63","419,63","422,18","422,18","432,75",Não,Sim,Não,Não,,Positiva,Sim,Tarja -(*),40 MG ,CT,6,"0,4 ML"
584,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057717,1832603360151,7896070605268,7891058000820,7891058001773,CLEXANE,"40 MG SOL INJ CT 10 SER PRÉ - ENCHIDAS VD INC X 0,4 ML + SIST SEGURANÇA  ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"417,45","417,45","474,38","502,95","502,95","506,00","506,00","509,09","509,09","521,81","577,10","655,80","695,30","695,30","699,52","699,52","703,79","703,79","721,37",Não,Sim,Não,Não,,Positiva,Sim,Tarja -(*),40 MG ,CT,10,"0,4 ML"
585,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004017,1883000210012,7898560663239,    -     ,    -     ,CUTENOX,"20 MG SOL INJ CT 10 SER VD INC PREENCHIDA X 0,2 ML&nbsp;01",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"206,76","206,76","234,95","249,11","249,11","250,62","250,62","252,15","252,15","258,45","285,83","324,80","344,38","344,38","346,47","346,47","348,58","348,58","357,29",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,20 MG ,CT,10,"0,2 ML"
586,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004117,1883000210020,7898560663253,    -     ,    -     ,CUTENOX,"40 MG SOL INJ CT 10 SER VD INC PREENCHIDA X 0,4 ML ",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"401,71","401,71","456,49","483,99","483,99","486,92","486,92","489,89","489,89","502,14","555,34","631,07","669,09","669,09","673,14","673,14","677,24","677,24","694,18",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,40 MG ,CT,10,"0,4 ML"
587,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004217,1883000210039,7898560663260,    -     ,    -     ,CUTENOX,"60 MG SOL INJ CT 2 SER VD INC PREENCHIDA X 0,6 ML ",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"123,17","123,17","139,97","148,40","148,40","149,30","149,30","150,21","150,21","153,96","170,28","193,50","205,15","205,15","206,40","206,40","207,66","207,66","212,84",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,60 MG ,CT,2,"0,6 ML"
588,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004317,1883000210047,7898560663277,    -     ,    -     ,CUTENOX,"80 MG SOL INJ CT 2 SER VD INC PREENCHIDA X 0,8 ML ",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"164,02","164,02","186,39","197,61","197,61","198,81","198,81","200,02","200,02","205,03","226,75","257,67","273,18","273,18","274,84","274,84","276,52","276,52","283,44",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,80 MG ,CT,2,"0,8 ML"
589,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004417,1883000210055,7898560663291,    -     ,    -     ,CUTENOX,"20 MG SOL INJ CT 10 SER VD INC PREENCHIDA X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"201,32","201,32","228,77","242,55","242,55","244,02","244,02","245,51","245,51","251,65","278,31","316,26","335,31","335,31","337,34","337,34","339,40","339,40","347,89",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,20 MG ,CT,10,"0,2 ML"
590,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004517,1883000210063,7898560663314,    -     ,    -     ,CUTENOX,"40 MG SOL INJ CT 10 SER VD INC PREENCHIDA X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"391,15","391,15","444,49","471,26","471,26","474,12","474,12","477,01","477,01","488,94","540,74","614,48","651,49","651,49","655,44","655,44","659,44","659,44","675,93",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,40 MG ,CT,10,"0,4 ML"
591,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004617,1883000210071,7898560663321,    -     ,    -     ,CUTENOX,"60 MG SOL INJ CT 2 SER VD INC PREENCHIDA X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"119,93","119,93","136,28","144,49","144,49","145,37","145,37","146,26","146,26","149,91","165,80","188,40","199,75","199,75","200,97","200,97","202,20","202,20","207,24",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,60 MG ,CT,2,"0,6 ML"
592,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004717,1883000210081,7898560663338,    -     ,    -     ,CUTENOX,"80 MG SOL INJ CT 2 SER VD INC PREENCHIDA X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"159,69","159,69","181,47","192,40","192,40","193,56","193,56","194,74","194,74","199,61","220,76","250,87","265,98","265,98","267,59","267,59","269,22","269,22","275,95",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,80 MG ,CT,2,"0,8 ML"
593,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004817,1883000210098,7898560663222,    -     ,    -     ,CUTENOX,"20 MG SOL INJ CT 02 SER VD INC PREENC X 0,2 ML",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"40,79","40,79","46,35","49,14","49,14","49,44","49,44","49,74","49,74","50,99","56,39","64,08","67,93","67,93","68,35","68,35","68,76","68,76","70,49",Não,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,20 MG ,CT,02,"0,2 ML"
594,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070005017,1883000210101,7898560663284,    -     ,    -     ,CUTENOX,"20 MG SOL INJ CT 02 SER VD INC  X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"40,25","40,25","45,74","48,49","48,49","48,79","48,79","49,09","49,09","50,31","55,64","63,23","67,03","67,03","67,45","67,45","67,86","67,86","69,55",Não,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,20 MG ,CT,02,"0,2 ML"
595,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070004917,1883000210111,7898560663246,    -     ,    -     ,CUTENOX,"40 MG SOL INJ CT 02 SER VD INC PREENC X 0,4 ML",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"79,27","79,27","90,08","95,51","95,51","96,08","96,08","96,67","96,67","99,09","109,59","124,53","132,04","132,04","132,82","132,82","133,64","133,64","136,99",Não,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,40 MG ,CT,02,"0,4 ML"
596,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541517070005117,1883000210128,7898560663307,    -     ,    -     ,CUTENOX,"40 MG SOL INJ CT 02 SER VD INC X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológicos,Regulado,"78,21","78,21","88,88","94,23","94,23","94,80","94,80","95,38","95,38","97,76","108,12","122,87","130,27","130,27","131,06","131,06","131,86","131,86","135,15",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,40 MG ,CT,02,"0,4 ML"
597,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060018607,1883000760012,7898560664823,    -     ,    -     ,HEPTRIS,"20 MG SOL INJ CT 2 SER VD TRANS PREENCH X 0,2 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"32,51","32,51","36,94","39,17","39,17","39,41","39,41","39,65","39,65","40,64","44,94","51,07","54,15","54,15","54,48","54,48","54,81","54,81","56,18",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),20 MG ,CT,2,"0,2 ML"
598,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060018707,1883000760020,7898560664854,    -     ,    -     ,HEPTRIS,"20 MG SOL INJ CT 2 SER VD TRANS PREENCH X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"32,51","32,51","36,94","39,17","39,17","39,41","39,41","39,65","39,65","40,64","44,94","51,07","54,15","54,15","54,48","54,48","54,81","54,81","56,18",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),20 MG ,CT,2,"0,2 ML"
599,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060018807,1883000760039,7898560664830,    -     ,    -     ,HEPTRIS,"20 MG SOL INJ CT 6 SER VD TRANS PREENCH X 0,2 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"97,52","97,52","110,82","117,49","117,49","118,21","118,21","118,93","118,93","121,90","134,82","153,20","162,42","162,42","163,42","163,42","164,41","164,41","168,52",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),20 MG ,CT,6,"0,2 ML"
600,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060018907,1883000760047,7898560664861,    -     ,    -     ,HEPTRIS,"20 MG SOL INJ CT 6 SER VD TRANS PREENCH X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"97,52","97,52","110,82","117,49","117,49","118,21","118,21","118,93","118,93","121,90","134,82","153,20","162,42","162,42","163,42","163,42","164,41","164,41","168,52",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),20 MG ,CT,6,"0,2 ML"
601,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019007,1883000760055,7898560664847,    -     ,    -     ,HEPTRIS,"20 MG SOL INJ CT 10 SER VD TRANS PREENCH X 0,2 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"162,53","162,53","184,69","195,82","195,82","197,01","197,01","198,21","198,21","203,16","224,69","255,32","270,71","270,71","272,35","272,35","274,01","274,01","280,86",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),20 MG ,CT,10,"0,2 ML"
602,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019107,1883000760063,7898560664878,    -     ,    -     ,HEPTRIS,"20 MG SOL INJ CT 10 SER VD TRANS PREENCH X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"162,53","162,53","184,69","195,82","195,82","197,01","197,01","198,21","198,21","203,16","224,69","255,32","270,71","270,71","272,35","272,35","274,01","274,01","280,86",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),20 MG ,CT,10,"0,2 ML"
603,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019207,1883000760071,7898560664885,    -     ,    -     ,HEPTRIS,"40 MG SOL INJ CT 2 SER VD TRANS PREENCH X 0,4ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"79,01","79,01","89,78","95,19","95,19","95,77","95,77","96,35","96,35","98,76","109,23","124,12","131,59","131,59","132,40","132,40","133,20","133,20","136,53",Não,Sim,Não,Não,,Positiva,Não,Tarja Vermelha(*),40 MG ,CT,2,"0,4ML"
604,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019307,1883000760081,7898560664915,    -     ,    -     ,HEPTRIS,"40 MG SOL INJ CT 2 SER VD TRANS PREENCH X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"78,21","78,21","88,88","94,23","94,23","94,80","94,80","95,38","95,38","97,76","108,12","122,87","130,27","130,27","131,06","131,06","131,86","131,86","135,15",Não,Sim,Não,Não,,Positiva,Não,Tarja Vermelha(*),40 MG ,CT,2,"0,4 ML"
605,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019407,1883000760098,7898560664892,    -     ,    -     ,HEPTRIS,"40 MG SOL INJ CT 6 SER VD TRANS PREENCH X 0,4 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"237,04","237,04","269,36","285,59","285,59","287,32","287,32","289,07","289,07","296,30","327,69","372,37","394,81","394,81","397,20","397,20","399,62","399,62","409,62",Não,Sim,Não,Não,,Positiva,Não,Tarja Vermelha(*),40 MG ,CT,6,"0,4 ML"
606,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019507,1883000760101,7898560664922,    -     ,    -     ,HEPTRIS,"40 MG SOL INJ CT 6 SER VD TRANS PREENCH X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"234,63","234,63","266,63","282,69","282,69","284,40","284,40","286,13","286,13","293,29","324,36","368,60","390,80","390,80","393,17","393,17","395,56","395,56","405,46",Não,Sim,Não,Não,,Positiva,Não,Tarja Vermelha(*),40 MG ,CT,6,"0,4 ML"
607,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019607,1883000760111,7898560664908,    -     ,    -     ,HEPTRIS,"40 MG SOL INJ CT 10 SER VD TRANS PREENCH X 0,4 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"395,07","395,07","448,94","475,99","475,99","478,87","478,87","481,79","481,79","493,84","546,16","620,63","658,03","658,03","662,01","662,01","666,05","666,05","682,70",Não,Sim,Não,Não,,Positiva,Não,Tarja Vermelha(*),40 MG ,CT,10,"0,4 ML"
608,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019707,1883000760128,7898560664939,    -     ,    -     ,HEPTRIS,"40 MG SOL INJ CT 10 SER VD TRANS PREENCH X 0,4 ML  +SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"391,15","391,15","444,49","471,26","471,26","474,12","474,12","477,01","477,01","488,94","540,74","614,48","651,49","651,49","655,44","655,44","659,44","659,44","675,93",Não,Sim,Não,Não,,Positiva,Não,Tarja Vermelha(*),40 MG ,CT,10,"0,4 ML"
609,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019807,1883000760136,7898560664946,    -     ,    -     ,HEPTRIS,"60 MG SOL INJ CT 2 SER VD TRANS PREENCH X 0,6 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"121,55","121,55","138,13","146,45","146,45","147,33","147,33","148,23","148,23","151,94","168,04","190,96","202,46","202,46","203,68","203,68","204,92","204,92","210,05",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),60 MG ,CT,2,"0,6 ML"
610,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060019907,1883000760144,7898560664977,    -     ,    -     ,HEPTRIS,"60 MG SOL INJ CT 2 SER VD TRANS PREENCH X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"119,93","119,93","136,28","144,49","144,49","145,37","145,37","146,26","146,26","149,91","165,80","188,40","199,75","199,75","200,97","200,97","202,20","202,20","207,24",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),60 MG ,CT,2,"0,6 ML"
611,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020007,1883000760152,7898560664953,    -     ,    -     ,HEPTRIS,"60 MG SOL INJ CT 6 SER VD TRANS PREENCH X 0,6 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"364,65","364,65","414,38","439,34","439,34","442,00","442,00","444,70","444,70","455,81","504,11","572,86","607,36","607,36","611,04","611,04","614,77","614,77","630,13",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),60 MG ,CT,6,"0,6 ML"
612,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020107,1883000760160,7898560664984,    -     ,    -     ,HEPTRIS,"60 MG SOL INJ CT 6 SER VD TRANS PREENCH X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"359,79","359,79","408,85","433,48","433,48","436,11","436,11","438,77","438,77","449,74","497,39","565,21","599,26","599,26","602,90","602,90","606,57","606,57","621,74",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),60 MG ,CT,6,"0,6 ML"
613,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020207,1883000760179,7898560664960,    -     ,    -     ,HEPTRIS,"60 MG SOL INJ CT 10 SER VD TRANS PREENCH X 0,6ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"607,75","607,75","690,63","732,23","732,23","736,67","736,67","741,16","741,16","759,69","840,18","954,76","1012,27","1012,27","1018,40","1018,40","1024,61","1024,61","1050,23",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),60 MG ,CT,10,"0,6ML"
614,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020307,1883000760187,7898560664991,    -     ,    -     ,HEPTRIS,"60 MG SOL INJ CT 10 SER VD TRANS PREENCH X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"599,65","599,65","681,42","722,47","722,47","726,85","726,85","731,28","731,28","749,56","828,98","942,02","998,77","998,77","1004,83","1004,83","1010,95","1010,95","1036,22",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),60 MG ,CT,10,"0,6 ML"
615,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020407,1883000760195,7898560665004,    -     ,    -     ,HEPTRIS,"80 MG SOL INJ CT 2 SER VD TRANS PREENCH X 0,8 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"161,86","161,86","183,93","195,01","195,01","196,19","196,19","197,39","197,39","202,33","223,76","254,27","269,59","269,59","271,22","271,22","272,88","272,88","279,71",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),80 MG ,CT,2,"0,8 ML"
616,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020507,1883000760209,7898560665035,    -     ,    -     ,HEPTRIS,"80 MG SOL INJ CT 2 SER VD TRANS PREENCH X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"159,69","159,69","181,47","192,40","192,40","193,56","193,56","194,74","194,74","199,61","220,76","250,87","265,98","265,98","267,59","267,59","269,22","269,22","275,95",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),80 MG ,CT,2,"0,8 ML"
617,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020607,1883000760217,7898560665011,    -     ,    -     ,HEPTRIS,"80 MG SOL INJ CT 6 SER VD TRANS PREENCH X 0,8 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"485,57","485,57","551,78","585,02","585,02","588,57","588,57","592,16","592,16","606,96","671,27","762,80","808,76","808,76","813,66","813,66","818,63","818,63","839,09",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),80 MG ,CT,6,"0,8 ML"
618,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020707,1883000760225,7898560665042,    -     ,    -     ,HEPTRIS,"80 MG SOL INJ CT 6 SER VD TRANS PREENCH X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"479,07","479,07","544,40","577,19","577,19","580,69","580,69","584,23","584,23","598,84","662,29","752,60","797,93","797,93","802,77","802,77","807,66","807,66","827,86",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),80 MG ,CT,6,"0,8 ML"
